Molecule	COR-7349-D2-POST	COR-6215-D2-POST	COR-3717-D2-POST	COR-8330-D2-POST	COR-8763-D2-POST	COR-4361-D2-POST	COR-8843-D2-POST	COR-9546-D2-POST	COR-1481-D2-POST	COR-5218-D2-POST	COR-6604-D2-POST	COR-8468-D2-POST	COR-6302-D2-POST	COR-9198-D2-POST	COR-7256-D2-POST	COR-3195-D2-POST	COR-1957-D2-POST	COR-7085-D2-POST	COR-6176-D2-POST	COR-3560-D2-POST	COR-3661-D2-POST	COR-3708-D2-POST	COR-9818-D2-POST	COR-3504-D2-POST	COR-2465-D2-POST	COR-7414-D2-POST	COR-6698-D2-POST	COR-2674-D2-POST	COR-9151-D2-POST	COR-8066-D2-POST	COR-6685-D2-POST	COR-4856-D2-POST	COR-9223-D2-POST	COR-7101-D2-POST	COR-5623-D2-POST	COR-4181-D2-POST	COR-3427-D2-POST	COR-3194-D2-POST	COR-1548-D2-POST	COR-2400-D2-POST	COR-3315-D2-POST	COR-9446-D2-POST	COR-5554-D2-POST	COR-5136-D2-POST	COR-1168-D2-POST	COR-1665-D2-POST	COR-3985-D2-POST	COR-1002-D2-POST	COR-6913-D2-POST	COR-8446-D2-POST	COR-5087-D2-POST	COR-2349-D2-POST	COR-9359-D2-POST	COR-4616-D2-POST	COR-5429-D2-POST	COR-6308-D2-POST	COR-9348-D2-POST	COR-4994-D2-POST	COR-8852-D2-POST	COR-3309-D2-POST	COR-1278-D2-POST	COR-8111-D2-POST	COR-1404-D2-POST	COR-2854-D2-POST	COR-6297-D2-POST	COR-9350-D2-POST	COR-6709-D2-POST	COR-9643-D2-POST	COR-5319-D2-POST	COR-9943-D2-POST	COR-8625-D2-POST	COR-9970-D2-POST	COR-5456-D2-POST	COR-7257-D2-POST	COR-4806-D2-POST	COR-4847-D2-POST	COR-3722-D2-POST	COR-4271-D2-POST	COR-2455-D2-POST	COR-2823-D2-POST	COR-1592-D2-POST	COR-1433-D2-POST	COR-5797-D2-POST	COR-2950-D2-POST	COR-7717-D2-POST	COR-7714-D2-POST	COR-6711-D2-POST	COR-1141-D2-POST	COR-4617-D2-POST	COR-9868-D2-POST	COR-7264-D2-POST	COR-7610-D2-POST	COR-4209-D2-POST	COR-9504-D2-POST	COR-6813-D2-POST	COR-1699-D2-POST	COR-9633-D2-POST	COR-5449-D2-POST	COR-5530-D2-POST	COR-5800-Other	COR-4582-D1-PRE	COR-6048-D1-PRE	COR-3676-Other
PARD6A	7.558420713	8.174925683	10.06743436	7.294620749	7.366322214	6.531381461	7.199672345	7.321928095	8.364134655	6.95419631	12.07614753	10.91587938	11.50233458	8.368506462	8.682994584	10.00632608	9.691743519	6.562242424	9.324180547	8.603626345	8.13442632	8.438791853	7.442943496	15.09716798	9.784634846	10.45378506	7.95419631	9.510764168	7.569855608	9.58402294	9.968666793	8.73809226	7.527477006	8.584962501	7.900866808	9.147204925	8.430452552	8.172427509	8.01402047	8.060695932	8.588714636	7.118941073	10.15355203	8.259743264	7.233619677	9.603626345	6.727920455	11.32305476	7.894817763	9.727920455	9.930737338	8.897845456	9.078150808	9.071462363	9.074141463	10.62753388	7.599912842	10.08414401	9.243173983	7.06608919	7.924812504	7.87036472	11.6930513	7.845490051	10.01889562	10.01122726	8.233619677	6.46760555	6.6794801	7.577428828	7.936637939	8.854868383	7.73809226	10.64880695	12.24406646	8	8.14974712	8.108524457	10.01262454	8.661778098	10.76321237	10.25856603	6.965784285	13.3279736	8.550746785	9.075479149	9	8.868822555	9.012624539	8.038918989	8.13442632	8.357552005	8.060695932	8.751544059	7.918863237	8.654636029	11.1959873	7.636624621	8.54303182	7.864186145	9.100662339	10.56319627	9.838416076
PARVA	6.50779464	7.554588852	6.459431619	7.665335917	8.50779464	7.768184325	5.882643049	8.422064766	6.73470962	7.689997971	8.335390355	8.48984796	7.348728154	8.194756854	13.13458675	8.871905238	9.025139562	6.169925001	8.036173613	7.366322214	8.209453366	8.049848549	6.707359132	8.95419631	8.531381461	9.64385619	6.238404739	7.882643049	6.577428828	9.086136225	7.044394119	6.257387843	7.209453366	7.247927513	8.060695932	8.929258409	8.139551352	8.531381461	9.887220615	8.527477006	8.273795599	7.584962501	8.515699838	7.632995197	6.781359714	9.821773982	6.14974712	9.357552005	6.044394119	6.209453366	6.622051819	8.686500527	8.445014846	6.924812504	8.824958741	7.839203788	6.592457037	9.670656249	8.511752654	6.948367232	9.008428622	7.442943496	7.451211112	10.34872815	10.28308835	10.11569395	7.442943496	6.62935662	6.942514505	7.475733431	7.21916852	11.45789384	7.022367813	8.915879379	7.044394119	7.189824559	7.357552005	7.438791853	7.820178962	8.335390355	7.426264755	8.14974712	7.851749041	8.682994584	8.321928095	7.388017285	7.54689446	7.87036472	11.88073144	7.550746785	8.430452552	7.124121312	9.707359132	7.714245518	5.672425342	7.118941073	6.918863237	6.475733431	7.21916852	7.768184325	8.899356923	8.483815777	7.672425342
PCK1	7.321928095	9.027905997	6.930737338	8.214319121	7.62935662	6	6.209453366	7.965784285	6.523561956	6.924812504	6.442943496	9.057991723	8.649256178	7.330916878	7.339850003	5.930737338	9.614709844	6.087462841	7.233619677	7.988684687	8.169925001	8.766528909	6.714245518	8.840777924	7.113742166	9.494855584	6.321928095	8.862637358	7.64385619	9.665335917	7.285402219	6.129283017	7.912889336	7.714245518	8.247927513	7.826548487	8.519636253	10.83051521	7.233619677	9.324180547	8.290018847	7.303780748	8.079484784	8.17990909	7.434628228	10.12605912	6.238404739	9.721099189	5.357552005	6.266786541	6.900866808	9.052568051	6.960001932	7.184875343	9.2632692	6.900866808	7.022367813	10.18858885	8.172427509	7.139551352	7.813781191	6.95419631	7.888743249	7.169925001	10.72024426	8.118941073	7.426264755	6.942514505	6.044394119	7.339850003	7.654636029	10.54834029	7.379378367	8.047123912	6.761551232	6.426264755	7.317412614	7.577428828	8.37286506	8.700439718	7.672425342	7.820178962	6.599912842	8.957102042	7.994353437	7.527477006	9.451211112	7.965784285	7.839203788	8.113742166	7.965784285	8.396604781	7.988684687	8.299208018	8.22881869	7.50779464	11.4046094	7.17990909	8.73470962	7.554588852	9.829722735	8.495855027	7.991521846
PCK2	7.689997971	10.91475884	8.839203788	8.442943496	12.67617748	6.375039431	13.8206776	8.366322214	7.562242424	8.113742166	7.991521846	10.34872815	9.049848549	8.276124405	8.911391988	7.169925001	9.924070186	6.900866808	8.918863237	9.019590728	9.316281532	9.38478375	7.144658243	9.598982971	9.109830654	10.033423	7.784634846	10.4325419	8.214319121	9.990103964	14.17983136	6.599912842	9.270295326	8.388017285	8.878050913	8.721099189	9.038918989	10.01192607	8.257387843	9.091435386	9.403012024	7.417852515	8.475733431	8.971543554	7.988684687	10.56700537	7.54689446	11.01959073	7.271463028	8.076815597	7.86727874	9.21310422	7.447083226	8.016808288	10.26209485	7.487840034	8.398743692	10.16741815	8.661778098	7.87036472	8.294620749	8.647458426	8.390168956	9.083479327	11.00807841	9.121533517	8.312882955	7.375039431	7.531381461	7.948367232	8.224001674	14.3721849	7.900866808	10.67242534	8.348728154	8.891783703	9.573647187	9.666224003	10.49485558	11.77848786	8.344295908	9.157346935	7.539158811	9.092757141	10.2772874	10.3140167	10.49984589	8.370687407	8.463524373	8.988684687	8.939579214	8.696967526	9.753216749	9.548821908	7.21916852	8.915879379	8.30833903	8.116343961	8.776433032	11.40301202	9.353146825	8.342074668	9.54689446
PDE1C	6.857980995	8.177419538	6.781359714	8.588714636	7.927777962	6.169925001	6.098032083	8.353146825	6.348728154	7.139551352	6.321928095	9.842350343	7.991521846	7.21916852	7.194756854	5.942514505	10.62021983	6.06608919	7.832890014	8.224001674	8.607330314	8.930737338	6.95419631	9.463524373	7.829722735	9.873444113	6.189824559	8.577428828	6.960001932	9.917372079	8.459431619	6.22881869	9.247927513	7.882643049	8.566054038	7.366322214	8.731319031	8.266786541	7.303780748	9.54689446	8.741466986	7.658211483	8.37721053	10.85953479	6.257387843	10.40301202	6.569855608	9.931476234	5.426264755	6.108524457	6.930737338	9.33315535	6.857980995	7.159871337	9.829722735	6.400879436	7.154818109	10.76818432	7.95419631	7.076815597	8.005624549	6.930737338	8.076815597	7.189824559	11.23691111	8.164906927	7.483815777	7.087462841	6.22881869	7.366322214	7.781359714	11.15006458	7.894817763	8.124121312	7.321928095	6.658211483	8.861086906	7.665335917	8.647458426	9.20701432	8.607330314	8.407267764	8.396604781	9.032045727	8.038918989	7.409390936	8.187352073	8.204571144	8.315149562	8.276124405	8.379378367	7.894817763	8.405141463	9.763212367	6.339850003	7.596189756	7.558420713	7.033423002	7.807354922	7.988684687	9.084808388	10.32811389	9.465566405
PDGFD	7.124121312	8.337621902	7.169925001	8.647458426	8.144658243	6.375039431	6.554588852	8.50779464	6.554588852	7.459431619	6.894817763	9.426264755	8.159871337	7.531381461	7.417852515	6.523561956	10.11243951	6.285402219	7.714245518	8.703903573	11.54834029	9.103287808	7.033423002	9.511752654	7.787902559	9.934428041	6.417852515	10.16490693	7.459431619	10.06339508	10.07146236	7.016808288	8.290018847	8.027905997	8.749869427	7.636624621	8.946906274	8.355351096	7.46760555	9.220378328	8.826548487	7.62935662	8.463524373	8.453270634	6.584962501	10.61194694	6.794415866	10.02928723	5.357552005	6.523561956	7.022367813	9.565102078	7.06608919	7.451211112	9.787902559	6.787902559	7.366322214	10.69479315	7.864186145	7.400879436	8.016808288	6.988684687	8.342074668	7.73470962	11.34096276	8.459431619	7.707359132	7.348728154	6.285402219	7.636624621	7.924812504	10.82575383	7.807354922	8.789533645	7.022367813	7.357552005	7.982993575	7.50779464	8.784634846	9.276124405	7.647458426	8.027905997	6.584962501	9.28077077	8.209453366	7.611024797	7.596189756	10.70520038	8.199672345	8.605479518	8.459431619	9.274960472	8.581200582	9.194756854	6.658211483	7.741466986	7.531381461	7.22881869	7.942514505	7.903881846	9.296916207	8.721099189	9.506803438
CTAGE5	8	9.194756854	9.087462841	9.13442632	8.627533884	8.174925683	9.002815016	8.751544059	7.199672345	10.55074679	7.400879436	9.652844973	9.86186234	8.21916852	10.23242093	6.727920455	10.65910396	7.169925001	8.355351096	9.658211483	9.124121312	10.24792751	7.891783703	10.18673329	8.535275377	10.43983088	7.285402219	9.367414751	8.453270634	10.65284497	8.392317423	6.960001932	8.656424863	8.63481105	9.197216693	9.015415052	9.421012856	9.758223215	8.057991723	10.60871685	9.303780748	8.214319121	8.627533884	8.885696373	7.426264755	10.857981	7.375039431	10.55074679	6.491853096	10.33650656	7.417852515	9.905387005	7.577428828	9.396604781	10.22761594	7.558420713	7.87036472	11.18858885	8.214319121	8.049848549	8.515699838	9.131856961	9.434628228	10.02444712	11.7903485	10.3376219	8.14974712	8.868822555	7.523561956	8.164906927	8.335390355	11.605711	8.45532722	8.550746785	8.011227255	7.665335917	10.05528244	9.396604781	9.22881869	10.05663772	8.756556323	8.971543554	9.445014846	9.740624044	9.071462363	8.22881869	8.022367813	9.09011242	9.052568051	8.946906274	9.197216693	8.56414949	9.074141463	12.90199819	12.7281331	8.317412614	8.194756854	7.714245518	8.442943496	8.535275377	9.894817763	9.816183681	8.840777924
PFN2	8.008428622	9.364134655	8.209453366	9.918863237	9.20701432	7.247927513	6.807354922	9.815383296	7.459431619	8.905387005	6.977279923	10.36905201	9.221587121	8.479780264	8.693486957	6.918863237	11.27029533	6.912889336	8.832890014	9.482807957	9.890264277	10.30606169	7.95419631	10.76155123	9.09934781	11.11504365	7.199672345	9.808964175	8.144658243	11.25177826	9.980139578	6.977279923	9.361943774	9.113742166	10.01680829	8.28077077	10.09803208	9.461479447	8.566054038	10.509775	9.887220615	8.159871337	8.961449694	9.707359132	7.434628228	11.82833486	7.366322214	11.12928302	6.011227255	7.087462841	7.625708843	10.62113611	7.918863237	8.445014846	10.74651432	7.459431619	8.394462695	12.10033382	8.918863237	8.152284842	9.214319121	7.317412614	9.435670261	7.672425342	12.62433855	9.45532722	8.794415866	8.194756854	7.294620749	8.442943496	9.002815016	11.76071995	8.988684687	8.948367232	7.707359132	7.438791853	8.519636253	8.689997971	9.832890014	10.3553511	8.758223215	9.109830654	7.17990909	10.64835758	9.501837185	8.703903573	8.577428828	9.552669098	9.348728154	9.505811554	9.525520809	9.148476582	9.654636029	9.943979914	7.129283017	8.724513853	8.529430554	8.525520809	9.076815597	9.025139562	10.42206477	9.869593843	9.654636029
PIAS3	6.50779464	7.209453366	5.857980995	7.005624549	6.375039431	5.247927513	6.491853096	6.569855608	6	7.022367813	5.977279923	7.011227255	7.539158811	6.426264755	6.523561956	6.022367813	11.14465824	5.95419631	6.339850003	8.339850003	6.599912842	7.22881869	6.087462841	7.599912842	6.50779464	8.592457037	5.754887502	7.483815777	6.614709844	8.243173983	6.754887502	5.672425342	7.189824559	6.845490051	8.924812504	7.430452552	7.451211112	6.857980995	6.129283017	7.252665432	7.209453366	6.942514505	7.21916852	7.076815597	6.531381461	8.721099189	9.197216693	8.413627929	5.247927513	6.807354922	6.714245518	7.77478706	6.044394119	6.294620749	8.317412614	5.807354922	5.857980995	8.727920455	7.14974712	7.569855608	6.64385619	7.022367813	6.794415866	7.942514505	9.116343961	7.531381461	6.700439718	6.266786541	5.807354922	8.192292814	6.727920455	9.084808388	6.139551352	7.252665432	6.554588852	5.882643049	8.388017285	6.672425342	7.400879436	7.434628228	6.714245518	7.276124405	6.247927513	7.459431619	6.672425342	6.577428828	7.665335917	6.77478706	9.495855027	6.839203788	7	6.6794801	6.807354922	6.727920455	6.247927513	6.714245518	6.569855608	6.285402219	6.857980995	6.900866808	7.980139578	7.199672345	7.566054038
PIK3R3	8.527477006	9.851749041	8.897845456	10.37503943	9.887220615	7.84862294	7.6794801	10.71596199	8.174925683	8.965784285	8.665335917	11.06608919	10.18487534	9.047123912	8.829722735	7.405141463	11.73280339	8.033423002	9.642051693	10.13955135	10.56224242	10.75405237	9.317412614	11.17679648	9.012624539	11.56343464	7.882643049	10.44346161	8.674192268	11.70520038	9.044394119	7.562242424	9.818582177	9.64655871	10.38801729	9.654636029	10.73386272	10.49385545	9.030667136	10.96758653	11.60408986	8.761551232	10.04028972	10.23242093	7.8008999	12.2911707	8.154818109	11.51175265	9.063395081	7.577428828	8.13442632	11.19967234	8.622051819	8.965784285	11.34096276	8.154818109	8.897845456	12.34872815	9.181152257	8.727920455	9.968666793	8.854868383	10.04712391	8.703903573	13.07112712	10.00140819	9.599912842	8.820178962	7.661778098	8.988684687	9.549784668	12.29073886	9.897089128	9.696098171	8.816983623	8.388017285	10.21674586	9.422064766	10.60316268	11.0590064	9.611946942	9.967226259	7.727920455	11.10656294	10.42626475	9.270295326	9.835260919	10.1959873	9.948367232	10.15165083	10.20762447	9.618385502	10.20089861	10.55074679	7.758223215	9.413627929	9.56414949	8.894817763	9.495855027	9.552669098	11.08547246	10.45891921	9.35974956
PIP5K1C	7.17990909	8.479780264	7.14974712	8.584962501	7.86727874	6.189824559	7.768184325	10.91214086	6.64385619	7.339850003	7.426264755	8.808964175	8.14974712	7.539158811	7.366322214	5.965784285	9.820178962	6.321928095	7.741466986	9.82336724	8.271463028	9.112439507	6.988684687	9.200898605	7.768184325	9.688250309	9.319672121	8.523561956	7.14974712	9.894817763	7.17990909	6.14974712	8.13442632	7.876516947	9.057991723	7.876516947	9.067434361	8.262094845	7.285402219	9.278449458	8.659995892	10.65194861	7.960001932	8.346513733	7.672425342	10.32305476	6.523561956	9.77478706	6.087462841	7.731319031	8.851749041	9.303780748	6.714245518	7.832890014	9.337621902	6.64385619	7.129283017	10.44397954	7.936637939	7.409390936	8.252665432	6.64385619	7.957102042	12.64024494	11.02513956	8.413627929	7.693486957	7.22881869	6.426264755	9.871135184	7.82336724	10.43462823	7.592457037	7.924812504	7.758223215	7.375039431	9.895575282	9.433585441	8.758223215	9.285402219	7.930737338	8.124121312	12.10082657	9.154818109	8.157346935	9.126704473	7.459431619	8.243173983	8.182394353	8.344295908	8.28077077	8.816983623	8.665335917	8.56414949	6.851749041	7.948367232	7.475733431	7.764871591	7.640244936	7.845490051	9.630267125	8.609178738	10.15418521
PKLR	6.977279923	7.632995197	6.918863237	7.519636253	7.28077077	5.832890014	6.700439718	7.54689446	7.055282436	6.62935662	6.523561956	8.571752644	7.686500527	6.977279923	7.409390936	6.087462841	9.361943774	6.14974712	6.807354922	10.89860139	7.491853096	8.86727874	6.930737338	8.938109326	7.330916878	8.640244936	6.285402219	9.098032083	7.303780748	9.116343961	7.447083226	6.108524457	7.647458426	7.754887502	8.709083813	8.100662339	7.888743249	7.672425342	7.87036472	9.836050355	7.87036472	7.46760555	8.214319121	7.569855608	6.375039431	9.573647187	6.426264755	9.178664851	7.675957033	6.22881869	7.189824559	8.392317423	7.294620749	7.049848549	9.618385502	9.216745858	6.64385619	9.434628228	7.87036472	8.197216693	7.566054038	6.807354922	7.689997971	9.222794903	10.08347933	7.997179481	6.807354922	6.686500527	9.665335917	6.754887502	7.658211483	9.807354922	7.266786541	8.071462363	7.294620749	6.686500527	7.839203788	7.321928095	7.951284715	8.252665432	10.12153352	7.754887502	7.14974712	8.409390936	7.247927513	7.696967526	7.139551352	7.693486957	8.87958325	7.636624621	8.845490051	7.169925001	7.741466986	7.636624621	7.257387843	8.388017285	8.878050913	7.285402219	7.581200582	8.430452552	8.62935662	7.768184325	8.447083226
PKM	7.30833903	8.469641817	7.592457037	8.87036472	7.95419631	6.442943496	7.915879379	8.370687407	6.741466986	8.047123912	7	9.063395081	8.231221181	8.087462841	8.098032083	6.357552005	10.08214904	7.022367813	7.727920455	9.182394353	9.044394119	9.131856961	7.651051691	9.448116305	7.781359714	9.965784285	8.495855027	8.924812504	7.882643049	10.07414146	7.434628228	6.491853096	8.033423002	8.583082768	8.810571635	7.741466986	8.826548487	8.381542951	7.807354922	9.411510988	9	7.50779464	8.368506462	8.396604781	6.906890596	10.82017896	6.569855608	10.17679648	6.569855608	6.607330314	6.721099189	9.64655871	7.144658243	7.581200582	10.1234748	6.912889336	7.400879436	10.66088727	11.19229281	7.584962501	8.098032083	8.025139562	8.199672345	8.451211112	11.40832974	9.569855608	7.689997971	7.184875343	6.50779464	7.64385619	7.936637939	10.64835758	8.105908509	8.197216693	7.238404739	7.936637939	8.894817763	7.714245518	8.948367232	9.202123824	8.199672345	9.24198315	6.614709844	9.299208018	8.184875343	8.06608919	7.50779464	8.411510988	8.603626345	8.357552005	10.60779264	10.27786855	8.603626345	8.581200582	6.754887502	8.118941073	7.535275377	7.707359132	7.930737338	7.942514505	9.361943774	8.781359714	8.475733431
PKM.1	6.599912842	7.400879436	6.658211483	7.754887502	7.055282436	5.584962501	6.409390936	7.276124405	5.930737338	6.948367232	6.129283017	7.888743249	7.247927513	7.199672345	9.812177306	5.87036472	8.874981348	6.330916878	6.781359714	7.654636029	7.857980995	8.022367813	6.781359714	8.252665432	6.900866808	8.836050355	7.761551232	7.761551232	6.64385619	8.813781191	6.942514505	6.584962501	7.038918989	7.348728154	7.562242424	7.247927513	7.77807713	7.330916878	7.06608919	8.118941073	7.8008999	7.426264755	7.781359714	7.459431619	6.087462841	9.667111542	6	9.167418146	5.942514505	6.055282436	6.523561956	8.430452552	6.434628228	6.539158811	8.942514505	6.199672345	6.459431619	9.4325419	9.941047606	6.857980995	6.942514505	6.651051691	7.194756854	7.247927513	9.987264012	8.211888295	6.768184325	6.50779464	5.906890596	6.636624621	7.06608919	9.702172685	7.033423002	7.442943496	6.400879436	6.912889336	7.491853096	6.832890014	7.816983623	8.124121312	7.044394119	7.813781191	6.303780748	7.948367232	7.357552005	7.577428828	6.794415866	7.383704292	7.479780264	7.339850003	9.611024797	8.174925683	7.438791853	7.539158811	6	7.22881869	6.87036472	6.781359714	7.199672345	7.271463028	8.312882955	7.794415866	7.768184325
PKM.2	6.882643049	7.813781191	7.463524373	8.577428828	7.459431619	6.108524457	6.375039431	7.968666793	6.321928095	7.475733431	6.584962501	8.64385619	7.611024797	8.174925683	7.592457037	5.95419631	9.555547772	6.807354922	7.21916852	8.477758266	9.053925882	8.541096615	7.174925683	9.044394119	7.098032083	9.554588852	8.118941073	8.475733431	7.055282436	9.58590145	7.033423002	5.977279923	7.658211483	7.960001932	8.388017285	7.321928095	8.407267764	7.900866808	7.426264755	8.900866808	8.379378367	6.936637939	7.960001932	8.025139562	6.459431619	10.34429591	6.169925001	9.661778098	6.426264755	6.129283017	6.392317423	9.189824559	6.754887502	7.055282436	9.670656249	6.409390936	7.038918989	10.07948478	10.68123841	6.87036472	7.636624621	7.033423002	7.693486957	6.918863237	10.88798213	8.949826711	7.199672345	6.857980995	6.087462841	7.129283017	7.426264755	10.19475685	7.54303182	7.764871591	6.813781191	7.409390936	7.451211112	7.276124405	8.46760555	8.550746785	8.022367813	8.868822555	6.285402219	8.603626345	7.77478706	7.727920455	7.129283017	7.968666793	8.187352073	7.95419631	10.12412131	10.01541505	8.002815016	8.084808388	6.14974712	7.918863237	7.098032083	7.388017285	7.294620749	7.503825738	8.861086906	8.392317423	7.936637939
PKN1	7.632995197	9.932214752	11.58190669	11.21856324	13.80654962	7.554588852	12.027906	9.939579214	8.839203788	8.6794801	9.208234358	10.37829486	12.62525222	9.298062568	9.586839788	8.527477006	10.58261245	8.696967526	11.09539702	7.839203788	9.502831804	15.13695107	12.29347165	13.2816403	8.761551232	11.60733031	15.31043527	11.62113611	6.960001932	10.82336724	11.17617315	14.66005162	13.53988579	13.15276017	11.08281434	11.39285404	10.26091953	10.51323411	8.824958741	10.91475884	9.617467465	8.09011242	10.02721489	8.243173983	11.12670447	10.58025857	12.5553081	9.184875343	8.164906927	8.921840937	7.348728154	9.544964433	8.45532722	7.491853096	10.61516981	11.21613956	6.894817763	9.822570831	8.97441459	10.48934624	10.5943246	11.07246761	7.569855608	8.851749041	12.38451396	8.784634846	9.440869168	7.511752654	7.092757141	8.388017285	7.731319031	9.544964433	8.554588852	10.70865284	12.11991379	12.92091107	8.586839788	10.15291858	8.479780264	9.357552005	11.07948478	11.59618976	11.98886217	11.73872562	13.722434	8.573647187	9.786269628	10.8591465	9.324180547	8.965784285	12.43892177	7.577428828	12.9162527	11.34706766	9.118941073	11.53867395	11.73259144	8.129283017	10.34983409	7.839203788	10.06069593	10.22339841	12.19813805
PLA1A	9.176173149	8.216745858	8.299208018	8.862637358	8.566054038	6.851749041	9.927777962	8.413627929	7.661778098	7.807354922	7.312882955	9.712527	8.843921051	7.74819285	7.982993575	6.700439718	10.60733031	7.087462841	8.519636253	9.645658432	12.12734954	9.727920455	7.622051819	10.11113567	8	10.40832974	6.569855608	9.337621902	9.079484784	10.65015421	8.519636253	7.17990909	7.912889336	8.503825738	8.787902559	9.971543554	9.192292814	8.962896005	9.554588852	9.965784285	9.419960178	8.326429487	8.668884984	8.601770788	7.348728154	11.26209485	7.54303182	10.34096276	5.906890596	6.807354922	7.189824559	10.04165915	7.30833903	7.77478706	10.06339508	7.463524373	7.942514505	11.18858885	8.144658243	7.781359714	11.09967655	7.491853096	9.084808388	10.60871685	11.92146906	9.93516505	8.353146825	7.46760555	7.129283017	8.878050913	8.438791853	12.18673329	8.533329732	8.710806434	9.105908509	8.154818109	9.422064766	8.68474862	9.804131021	9.622051819	8.174925683	9.250298418	7.14974712	9.813781191	9.030667136	8.475733431	8.584962501	9.076815597	9.095397023	8.768184325	9.448116305	8.392317423	9.881878708	9.28771238	6.930737338	8.20701432	8.079484784	7.942514505	8.511752654	8.741466986	9.995767151	8.982993575	8.74819285
